"ID","Gender","Country","FX","HB","PB","PH","SR","VT","BB","UB"
"alexander_saran","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"alfieri_luca","m","ARG",0.4,0.188797510576809,0.4,0.0940452018978102,0.4,0.4,NA,NA
"alfieri_luca_valentino","m","ARG",0.4,0.943280446102854,0.14142135623731,0.825193613644701,0.4,0.4,NA,NA
"alfonso_javier","m","USA",0.451940261539067,0.4,0.535490429419612,0.4,0.510310363079828,0.4,NA,NA
"alharith_rakan","m","QAT",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"ali_jameel","m","TTO",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"alicea_cardona_katyna_kamila","w","PUR",0.0473761543394988,NA,NA,NA,NA,0.4,0.4,0.4
"alicea_katyna","w","PUR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"aliouat_ahmed_riadh","m","ALG",0.4,0.376887914372429,0.306177236253775,0.4,0.4,0.4,NA,NA
"alipio_ciena","w","USA",0.356779577143461,NA,NA,NA,NA,0.643395938231921,1.18673220792786,0.246221445044903
"almeida_filipe","m","POR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"altansukh_enkhtulga","m","MGL",0.4,0.4,0.4,0.4,0.4,0.165462986797652,NA,NA
"alvarado_luciana","w","CRC",0,NA,NA,NA,NA,0.4,0,0
"alvarez_diaz_alejandra","w","PUR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"alvarez_diaz_alejandra_sofia","w","PUR",0.4,NA,NA,NA,NA,0.0707106781186545,0.4,0.4
"alvarez_joaquin","m","CHI",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"alvarez_joel","m","CHI",0.742634219069747,0.323865712912003,0.67171838097028,0.983192080250175,0.778602808454564,0.0419880935504345,NA,NA
"amblie_joar","m","NOR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"ambul_deniyage_don_nadila_nethviru","m","SRI",0.118086832458153,0.4,0.0233345237791557,0.117379725676967,0.376887914372429,0.86696155239626,NA,NA
"amede_absolam_juliana_mya","w","JAM",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"amgalan_namuunaa","w","MGL",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"amorelli_mei","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"amrillaeva_lobar","w","UZB",0.798158870985804,NA,NA,NA,NA,0.164755880016466,0.838857357759152,0.409340119379146
"an_changok","w","PRK",1.03661854121948,NA,NA,NA,NA,0.240809052985971,0.0940452018978102,0.316643332473621
"an_terry_tay_wei","m","SIN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"an_yeonjeong","w","KOR",0.188797510576809,NA,NA,NA,NA,0.4,0.23546655813512,0.164755880016466
"ananjeva_anastasija","w","LAT",0.603789036005126,NA,NA,NA,NA,0.216923388343112,1.23119789229839,0.735746106570285
"anaya_ashton","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"anders_caleigh","w","RSA",0.4,NA,NA,NA,NA,0.4,0.4,0.386259411967311
"anderson_reuven","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"andrade_de_souza_miranda_bernardo_actos","m","BRA",0.4,0.376887914372431,0.424264068711928,1.03732564800067,0.4,0.212132034355964,NA,NA
"andrade_rebeca","w","BRA",0.287672267230147,NA,NA,NA,NA,0.821258931965634,0.453291452628043,0.505828924735331
"andreoli_angela","w","ITA",0.448132048991514,NA,NA,NA,NA,0.349983094829831,0.273170886686947,0.4
"andrews_drake","m","USA",0.4,0.141421356237309,0.954594154601839,3.99515331370399,0.4,0.4,NA,NA
"angonas_georgios","m","CYP",0.444417007089598,0.297037515668115,0.538520504097414,0.852711440054606,0.346697803088896,0.352293900634459,NA,NA
"anne_elliott_leigh","w","USA",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"antila_minea_aino_maija","w","FIN",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"antila_misella","w","FIN",0.0466690475583127,NA,NA,NA,NA,0.4,0.282842712474619,0.4
"anton_yefferson","m","VEN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"anton_yeguez_yefferson_gregorio","m","VEN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"aouicha_mohamed","m","ALG",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"aquino_miguel","m","PUR",0.501254010790271,0.13477017474204,0.302483608371318,0.4,0.423807739429096,0.122663496335843,NA,NA
"aranibar_rodriguez_ariana_paola","w","BOL",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"archer_shannon","m","GBR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"archer_shannon","w","GBR",0.610157083599516,NA,NA,NA,NA,0.524622192100605,1.08886408701913,0.465856558753156
"arican_ferhat","m","TUR",0.4,0.159959578227334,0.542407892114939,0.465265199244157,0.4,0.210516270155064,NA,NA
"arifin_samsul","m","INA",0.4,0.4,0.4,0.4,0.4,1.10803632611932,NA,NA
"aripova_dildora","w","UZB",0.596056938241955,NA,NA,NA,NA,0.398710560571339,0.925165216476375,1.33617987811023
"armijo_josue","m","CHI",0.4,0.4,0.4,0.4,0.4,0.383405790253616,NA,NA
"armijo_subaique_leonardo","m","CHI",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"arnold_manuel_helmut","m","AUT",0.4,0.4,0.4,0.683065150626206,0.4,0.4,NA,NA
"arnon_yuli_golan","w","ISR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"arraiz_reyes_valeria_daniela","w","VEN",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"arraiz_valeria","w","VEN",0.4,NA,NA,NA,NA,0.0866025403784441,0.4,0.4
"artamonova_sona","w","CZE",0.800164358116506,NA,NA,NA,NA,0.589019948728393,0.317682755801025,0.023334523779157
"artlip_michael","m","USA",0.640591244755299,0.993910027546328,0.774135462490716,0.708084690253523,0.556562579376214,0.286397991480055,NA,NA
"asato_keisuke","m","JPN",0.4,0.4,0.4,0.4,0.4,0.678847061813877,NA,NA
"ashikawa_urara","w","JPN",0.4,NA,NA,NA,NA,0.4,0.327089546498465,0.4
"ashton_arthur","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"asil_adem","m","TUR",0.499911756919041,0.362369377754338,0.48831478918146,0.579727707019179,0.268465842951964,0.690386358112058,NA,NA
"aswailah_habeb","m","KSA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"ateer_mc_ewan","m","IRL",0.4,0.4,0.4,0.4,0.4,0.30093789898851,NA,NA
"atencio_higinio_richard_ameth","m","PAN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"atencio_richard","m","PAN",1.49623794899073,0.541643794388895,2.5335635969914,0.796992053494471,0.576999133448223,0.23546655813512,NA,NA
"attwood_amelie","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"attygalle_jaydon","m","GBR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"avetisyan_artur","m","ARM",0.4,0.4,0.4,0.4,0.393853977236,0.4,NA,NA
"awad_nada","w","EGY",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"ayberk_mehmet","m","TUR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"azamov_asadbek","m","UZB",0.428831357684269,0.353553390593274,0.476301375181723,3.04785536620971,0.61140405352489,0.322087678633121,NA,NA
"azimov_abdulla","m","UZB",0.479030171035087,0.341407869466029,0.571873164842229,0.653874481911657,0.243956792622519,0.0473761543394988,NA,NA
"azizov_ilyas","m","KAZ",1.08845545279872,2.37800673980236,0.694172556690005,0.646411906125616,0.308710451486733,0.278075529308136,NA,NA
"babayev_javidan","m","AZE",0.4,0.4,0.4,0.4,0.302483608371318,0.4,NA,NA
"bachurina_tatiana","m","CYP",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bachurina_tatiana","w","CYP",0.33247393381537,NA,NA,NA,NA,0.0751797845168502,0.693912758685605,0.330462680696827
"bacskay_csenge_maria","w","HUN",0.4,NA,NA,NA,NA,0.443241404718854,0.195035680496331,1.22059514172391
"bacueti_james","m","AUS",0.590472579098019,0.4,0.4,0.0593969696196697,0.4,0.542566108834804,NA,NA
"bae_ga_ram ","m","KOR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bae_garam","m","KOR",0.696052440553152,0.730441304965703,0.854298542665268,0.750323485793517,0.259508188695464,0.4,NA,NA
"bago_daniel","m","CZE",0.4,0.4,2.78105097040669,0.4,0.306177236253775,0.4,NA,NA
"bailey_sacha","w","GBR",0.883883476483184,NA,NA,NA,NA,0.636396103067893,0,0.530330085889911
"baines_frank","m","GBR",0.141369492229877,0.779422863405995,0.0707106781186545,0.176776695296637,0.176776695296637,0.282842712474619,NA,NA
"baker_shannon","w","GBR",0,NA,NA,NA,NA,0.282842712474619,0.954594154601839,0.989949493661167
"balazs_krisztian","m","HUN",0.222640891721774,1.30719557322792,0.567873451697521,0.595576741953172,0.5008504766894,0.306791786069967,NA,NA
"balcova_adela","w","SVK",0.4,NA,NA,NA,NA,0.4,0.4,0.613061579288736
"balzsay_hanna","w","HUN",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"baobenmad_suphacheep","m","THA",0.831175071810987,1.34350288425444,0.435889894354068,0.737111479583199,0.167619609035856,0.4,NA,NA
"baptiste_raekwon","m","GBR",1.90918830920368,0.247487373415291,0.106066017177982,0.395333930578526,0.0823731347790844,0.613246443120545,NA,NA
"barber_emil","m","GBR",0.139603008563569,0.4,0.4,0.4,0.4,0.628365074353012,NA,NA
"barbosa_gabriel","m","BRA",0.4,0.4,0.4,0.975010940109562,0.0353553390593279,0.4,NA,NA
"barbosa_gabriela","w","BRA",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"barbosa_jade","w","BRA",0.321455025366432,NA,NA,NA,NA,0.0607974780178693,0.251661147842358,1.10007495956715
"barbosu_ana","w","ROU",0.644241911882207,NA,NA,NA,NA,0.520251087883961,0.67677125628482,1.11626342968156
"barrera_daniel_alejandro","m","PER",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"barretto_francisco","m","BRA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"barriuso_fabian_alejandro","m","BOL",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"barros_sydney","w","USA",0.459619407771256,NA,NA,NA,NA,0.4,0.4,0.4
"barros_sydney_tatiana","w","PUR",0.4,NA,NA,NA,NA,0.4,0.4,0.0473761543394988
"bartolini_nicola","m","ITA",0.328681693368456,0.424264068711928,0.201971945246528,0.422270337692855,0,0.21917068206945,NA,NA
"batbaatar_battur","m","MGL",0.542350901170082,0.447598592491084,0.142128463018496,0.4,2.02727514166183,0.4,NA,NA
"batori_szabolcs","m","HUN",0.794620873960238,0.4,0.4,0.719619343820051,0.94786017780402,0.4,NA,NA
"batrona_daniela","w","UKR",0.447692156137079,NA,NA,NA,NA,0.4,0.87566184493026,0.621831702847858
"baumann_christian","m","SUI",0.4,0.260060730086903,0.491601803631082,0.4,0.102781321260237,0.4,NA,NA
"bauyrzhanova_aida","w","KAZ",0.660129037073992,NA,NA,NA,NA,0.416613429932353,0.490573202148942,0.423796544477549
"beaupre_danny","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bechdeju_laura","w","ESP",0,NA,NA,NA,NA,0,0,0
"beekhuis_esmee","w","NED",0.4,NA,NA,NA,NA,0.542350901170083,0.4,0.4
"behal_jonas","m","CZE",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"belak_teja","w","SLO",0.4,NA,NA,NA,NA,0.762846258328737,0.565685424949237,0.4
"belardelli_arianna","w","ITA",0.372414643464333,NA,NA,NA,NA,0.0473761543394988,0.4,0.4
"belbin_ellie","w","GBR",0.4,NA,NA,NA,NA,0.46278144589716,0.4,0.4
"bell_clayton","m","GBR",0.4,0.4,0.4,0.4,0.4,0.494974746830583,NA,NA
"benas_fuzzy","m","USA",0.4,0.919238815542512,0.12909944487358,0.817006731918409,0.366287682930598,0.4,NA,NA
"benda_alexander","m","AUT",0.644228737846013,0.79322834039134,0.554983603361397,0.721888033792869,0.63075510303128,0.762619826650213,NA,NA
"benovic_aurel","m","CRO",0.817156332076447,0.4,0.4,0.4,0.4,0.654348476403383,NA,NA
"bereznev_maxim","m","USA",0.828854631404084,0.369797241742012,1.0974971526159,0.921547611358198,0.204328167417025,0.643622560201241,NA,NA
"bergholt_cecilie","w","DEN",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"berkin_evans_zadie","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"bernard_cameron_lie","m","FRA",0.4,0.353553390593274,0.76276960658332,0.744117732620316,0.210084294306561,0.0999999999999996,NA,NA
"bernhard_miriam","w","AUT",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"besana_juancho","m","PHI",0.4,0.4,0.4,0.4,0.4,0.777817459305203,NA,NA
"besana_juancho_miguel","m","PHI",0.926172950011678,0.292514814439656,0.565685424949239,0.919238815542511,1.72039079862687,0.504377263804014,NA,NA
"bessit_tamsyn","w","RSA",0.4,NA,NA,NA,NA,0.4,0.176776695296637,1.83847763108502
"betances_camil","w","DOM",0.4,NA,NA,NA,NA,0.317481495523755,0.4,0.4
"betances_reyes_camil","w","DOM",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"betancourt_quintana_victor_manuel","m","VEN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"betancourt_victor","m","VEN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bevan_brinn","m","GBR",0.4,0.353553390593274,0.464354390525167,0.0707106781186545,0.247487373415291,0.4,NA,NA
"bickel_lena","w","SUI",0.376887914372429,NA,NA,NA,NA,0.141421356237309,1.90918830920368,0.730441304965703
"bikinaite_ula","w","LTU",0.400929544932771,NA,NA,NA,NA,0.165462986797652,2.52224988849241,1.20208152801713
"biles_simone","w","USA",0.438401186129783,NA,NA,NA,NA,0.477385576877841,0.3253171040413,0.208489834551019
"binder_willi_leonhard","m","GER",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"biner_ceren","w","TUR",0.145335244635751,NA,NA,NA,NA,0.368869379384653,0.4,0.683493233324222
"bischoff_jeremy","m","USA",0.711010347523659,0.596979001784341,0.539675828623073,0.683739716558867,0.398782870466847,0.174744711753215,NA,NA
"bitencourt_lucas","m","BRA",0.4,0.364867099092259,0.4,0.4,0.4,0.4,NA,NA
"black_ellie","w","CAN",0.4,NA,NA,NA,NA,0.4,0.494974746830583,0.0353553390593279
"black_elsabeth","w","CAN",0.506671473583087,NA,NA,NA,NA,0.299693188699612,0.394578551537375,0.736996344028321
"blakely_skye","w","USA",0.506622805119022,NA,NA,NA,NA,0.2,0.674174822215344,0.636586251466017
"blanco_luisa","w","COL",0.447598592491085,NA,NA,NA,NA,0.259508188695462,0.0508461732417822,0.188090403795622
"blaquiere_felix","m","CAN",0.69462219947249,0.709001269392376,0.253323508581418,1.55003107495732,0.274631146570571,0.0707106781186545,NA,NA
"blixt_landen","m","USA",0.597354629655976,0.572860928024545,0.480700604772421,0.767703242051994,0.388621648540436,0.675561935407427,NA,NA
"bock_cameron","m","USA",0.271069076887137,0.586883444797839,0.893447691685292,0.617718463379556,0.704352026885547,0.551903322854445,NA,NA
"boczogo_dorina","w","HUN",0.299253515713127,NA,NA,NA,NA,0.577940236241315,0.4,0.4
"boder_ethan","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bohle_leni","w","AUT",0.4,NA,NA,NA,NA,0.0707106781186545,0.707106781186548,0.4
"bohorquez_ashley","w","ECU",0.0940452018978115,NA,NA,NA,NA,0.648605427050992,1.01399112422151,1.03661854121948
"bohorquez_cantor_kristopher_steven","m","COL",0.4,0.4,0.4,0.4,0.0707106781186545,0.4,NA,NA
"bohorquez_kristopher","m","COL",0.4,0.4,0.4,0.4,0.349082034293756,0.4,NA,NA
"bohorquez_romero_ashley_nayerly","w","ECU",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"bojanc_luka","m","SLO",0.4,0.4,0.4,0.4,0.770268602305047,0.4,NA,NA
"bold_crew","m","USA",0.513160143944688,0.448144321991625,0.0763762615825974,0.4,0.0763762615825974,0.4,NA,NA
"bonicelli_lorenzo","m","ITA",0.403356335432249,0.604893654565275,0.0958401446854781,0.883471750161449,0.188797510576808,0.542350901170082,NA,NA
"boonpatham_punyapat","m","THA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"booth_charlotte","w","USA",0.513739789610044,NA,NA,NA,NA,0.107459848537112,0.688684045325368,0.497134646894437
"borg_ella","w","MLT",0.204369273620082,NA,NA,NA,NA,0.17719113973334,0.664295867817947,0.574411147756262
"borosa_filip","m","CRO",0.3278719262151,0.4,0.4,0.4,0.4,0.4,NA,NA
"bottger_isabella","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"boukhatem_fatma_zohra","w","ALG",0.4,NA,NA,NA,NA,0,0.4,0.4
"boulet_edgar","m","FRA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"boyer_marine","w","FRA",0.315219832588533,NA,NA,NA,NA,0.235153354218051,0.508500551088705,1.24335697666783
"bozic_nikolaj","m","SLO",0.87590740827943,0.4,0.4,0.4,0.4,0.4,NA,NA
"brackley_jacinta","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"brandenburger_quentin","m","LUX",0.329511760032931,0.4,0.716772627825589,0.4,0.376887914372429,0.4,NA,NA
"brassart_maellyse","w","BEL",0.416014436181139,NA,NA,NA,NA,0.344469526294351,1.04917775597673,0.760229167004027
"braunton_garrett","m","USA",1.10642065538685,1.81308898476238,0.558271140814807,1.32939522590788,0.295451631687264,1.02753750945322,NA,NA
"breche_axel","m","FRA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bremner_emily","m","GBR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"bremner_emily","w","GBR",0.601040764008566,NA,NA,NA,NA,0.4,0.0353553390593279,0.212132034355965
"brendel_pascal","m","GER",0.960654538768824,0.680592375907089,0.672540882099548,0.451628850991186,0.178232432514399,0.460004094184678,NA,NA
"bridge_anna","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"bridge_megan","w","GBR",0.4,NA,NA,NA,NA,0.565685424949237,0.4,0.4
"briones_brandon","m","USA",0.4,0.202072594216369,0.4,0.4,0.0763762615825974,0.176776695296637,NA,NA
"brooker_henry","m","GBR",0.4,0.4,0.4,0.4,0.4,0.247487373415291,NA,NA
"brostella_arias_valentina","w","PAN",0.4,NA,NA,NA,NA,0.4,0.4,0.376887914372429
"brostella_valentin","w","PAN",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"brostella_valentina","w","PAN",0.719127596466718,NA,NA,NA,NA,0.4,0.4,0.895197184982169
"broszio_pablo","m","PAN",0.4,0.4,0.4,0.4,0.565685424949237,0.4,NA,NA
"brown_georgia_rose","w","AUS",0.4,NA,NA,NA,NA,0.4,0.4,0.560653458029111
"brown_lynnzee","w","HAI",0.168083312675589,NA,NA,NA,NA,0.0577350269189624,0.18571214284478,0.0508461732417822
"brown_romi","w","AUS",0.673239184837009,NA,NA,NA,NA,0,0.731199015316624,0.542972068035425
"brunett_hunter","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"buckley_kevin_george","m","SLO",0.4,0.389353738049776,0.353553390593274,0.337287711012423,1.13137084989848,0.4,NA,NA
"bui_kim","w","GER",0.13630615050931,NA,NA,NA,NA,0.165744381503567,0.0868976409346078,0.263769108989553
"bull_tyson","m","AUS",0.4,0.371778869461106,0.370736525619707,0.42426406871193,0.4,0.4,NA,NA
"bulut_hasan","m","TUR",0.4,1.26885338659227,0.907377172587746,1.46533501288954,0.4,0.4,NA,NA
"buradagunta_syam","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"burgoyne_matt","m","USA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"burkhart_taylor","m","USA",0.661059755241537,0.540958744856171,0.712014245443366,1.07007917671752,0.449073119510249,0.382504279465634,NA,NA
"burrows_annabelle","w","AUS",0.259508188695462,NA,NA,NA,NA,0.766168987017007,0.4,0.4
"burtanete_gabriel","m","ROU",0.172890086884289,0.467107054110725,0.864603881975598,0.954044348574855,0.419675874081075,0.584879981537264,NA,NA
"burtanete_robert","m","ROU",0.540635798543407,0.183807870705618,0.668712718586987,1.06452288217148,0.989949493661165,0.350670683934983,NA,NA
"buus_jacob","m","DEN",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"caballero_jose","m","AUS",0.4,0.4,0.4,1.06066017177982,0.4,0.4,NA,NA
"calderon_portugal_analia_victoria","w","ECU",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"calle_gil_irene","w","ESP",0.4,NA,NA,NA,NA,0.719434036818757,0.4,0.4
"calvache_arias_pablo_jhosua","m","ECU",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"calvo_moreno_jo_jossimar_orlando","m","COL",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"calvo_moreno_jossimar_orlando","m","COL",0.4,0.4,0.14142135623731,0.4,0.4,0.4,NA,NA
"campos_guilherme","m","POR",0.300969386198283,0.359297230715741,0.617593987449144,3.38102001374339,0.101798821211249,0.200905450398938,NA,NA
"campos_ignacio","m","CHI",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"campos_paulina","w","MEX",0.195206514577084,NA,NA,NA,NA,0.4,0.637129238590309,0.775345854728356
"cardero_sabrina","w","CUB",0.4,NA,NA,NA,NA,0.376887914372431,0.4,2.25072088451678
"carey_jade","w","USA",0.360302934411385,NA,NA,NA,NA,0.774705077524897,0.608564230855645,0.615558486254555
"carraro_brisa","w","ARG",0.4,NA,NA,NA,NA,0.4,0.4,0.471640223051427
"carreres_jan","m","ESP",0.15344217151748,0.412950360212945,0.4,0.4,0.4,1.23590574074239,NA,NA
"carrion_caro_daniel","m","ESP",2.1920310216783,0.848528137423858,0.51830927060974,0,0.4,0.569733563460442,NA,NA
"carrozzo_lorenzo","m","GBR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"carter_hamish","m","GBR",0.67175144212722,0.859183527154317,0.742462120245874,1.66170093578839,0.4,0.4,NA,NA
"carvalho_kevin","m","FRA",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
"casabuena_laura","w","ESP",0.406464797821572,NA,NA,NA,NA,0.500099961436283,1.54158185712671,0.446084480380526
"casali_lorenzo_minh","m","ITA",0.432178043300572,0.514754990262358,0.476149427992703,0.470183652062326,0.159857575499081,0.15479906330466,NA,NA
"casamento_marcus","m","AUS",0.524907420408589,0.4,0.0353553390593279,0.4,0.4,0.4,NA,NA
"casella_catalina","w","CHI",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"casella_sofia","w","CHI",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"cassidy_charlotte","w","GBR",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"castaneda_abarca_arianna_maria","w","CRC",0.4,NA,NA,NA,NA,0.4,0.4,0.4
"castro_simona","w","CHI",0.023334523779157,NA,NA,NA,NA,0.4,0,0
"catarino_joel","m","POR",0.4,0.4,0.4,0.4,0.4,0.4,NA,NA
