"ID","Gender","Country","App","Mean","Stddev"
"abdullah_ally_hamuda","m","MAS","UB",NA,NA
"abdullah_ally_hamuda","m","MAS","VT",NA,0.4
"abdullahi_ayesha","w","GBR","BB",10.2,0.4
"abdullahi_ayesha","w","GBR","FX",NA,0.4
"abdullahi_ayesha","w","GBR","HB",NA,NA
"abdullahi_ayesha","w","GBR","PB",NA,NA
"abdullahi_ayesha","w","GBR","PH",NA,NA
"abdullahi_ayesha","w","GBR","SR",NA,NA
"abdullahi_ayesha","w","GBR","UB",10.2,0.4
"abdullahi_ayesha","w","GBR","VT",NA,0.4
"abdurakhimov_rasuljon","m","UZB","BB",NA,NA
"abdurakhimov_rasuljon","m","UZB","FX",NA,0.4
"abdurakhimov_rasuljon","m","UZB","HB",12.86225,0.524545755868828
"abdurakhimov_rasuljon","m","UZB","PB",14.299,0.113683771928978
"abdurakhimov_rasuljon","m","UZB","PH",NA,0.4
"abdurakhimov_rasuljon","m","UZB","SR",12.5,0.4
"abdurakhimov_rasuljon","m","UZB","UB",NA,NA
"abdurakhimov_rasuljon","m","UZB","VT",NA,0.4
"abesadze_saba","m","GEO","BB",NA,NA
"abesadze_saba","m","GEO","FX",12.283,0.722213726445757
"abesadze_saba","m","GEO","HB",11.066,0.4
"abesadze_saba","m","GEO","PB",12.7396,0.411954851895204
"abesadze_saba","m","GEO","PH",12.2553333333333,0.750056886731489
"abesadze_saba","m","GEO","SR",13.033,0.4
"abesadze_saba","m","GEO","UB",NA,NA
"abesadze_saba","m","GEO","VT",12.866,0.4
"abeyratne_kumudi_imanya","w","SRI","BB",9.1,0.4
"abeyratne_kumudi_imanya","w","SRI","FX",7.35,0.4
"abeyratne_kumudi_imanya","w","SRI","HB",NA,NA
"abeyratne_kumudi_imanya","w","SRI","PB",NA,NA
"abeyratne_kumudi_imanya","w","SRI","PH",NA,NA
"abeyratne_kumudi_imanya","w","SRI","SR",NA,NA
"abeyratne_kumudi_imanya","w","SRI","UB",5.5,0.4
"abeyratne_kumudi_imanya","w","SRI","VT",NA,0.4
"abiyurafi_","m","INA","BB",NA,NA
"abiyurafi_","m","INA","FX",NA,0.4
"abiyurafi_","m","INA","HB",11.633,0.4
"abiyurafi_","m","INA","PB",10.7,0.4
"abiyurafi_","m","INA","PH",11.5,0.4
"abiyurafi_","m","INA","SR",NA,0.4
"abiyurafi_","m","INA","UB",NA,NA
"abiyurafi_","m","INA","VT",NA,0.4
"aboelhasan_jana","w","EGY","BB",10.5,0.4
"aboelhasan_jana","w","EGY","FX",12.266,0.4
"aboelhasan_jana","w","EGY","HB",NA,NA
"aboelhasan_jana","w","EGY","PB",NA,NA
"aboelhasan_jana","w","EGY","PH",NA,NA
"aboelhasan_jana","w","EGY","SR",NA,NA
"aboelhasan_jana","w","EGY","UB",10.9,0.4
"aboelhasan_jana","w","EGY","VT",11.6,0.4
"abu_al_soud_ahmad","m","JOR","BB",NA,NA
"abu_al_soud_ahmad","m","JOR","FX",NA,0.4
"abu_al_soud_ahmad","m","JOR","HB",NA,0.4
"abu_al_soud_ahmad","m","JOR","PB",NA,0.4
"abu_al_soud_ahmad","m","JOR","PH",13.683,1.1859623940075
"abu_al_soud_ahmad","m","JOR","SR",NA,0.4
"abu_al_soud_ahmad","m","JOR","UB",NA,NA
"abu_al_soud_ahmad","m","JOR","VT",NA,0.4
"achampong_ondine","w","GBR","BB",13.3400833333333,0.408386728110709
"achampong_ondine","w","GBR","FX",12.8608888888889,0.473606230017206
"achampong_ondine","w","GBR","HB",NA,NA
"achampong_ondine","w","GBR","PB",NA,NA
"achampong_ondine","w","GBR","PH",NA,NA
"achampong_ondine","w","GBR","SR",NA,NA
"achampong_ondine","w","GBR","UB",13.1732,0.593499377515352
"achampong_ondine","w","GBR","VT",14.1021428571429,0.231757364910969
"acuna_francisco","m","CRC","BB",NA,NA
"acuna_francisco","m","CRC","FX",12.4,0.141421356237309
"acuna_francisco","m","CRC","HB",12.0666666666667,0.189296944860009
"acuna_francisco","m","CRC","PB",12.95,0.0707106781186545
"acuna_francisco","m","CRC","PH",11.75,0.0707106781186558
"acuna_francisco","m","CRC","SR",11.75,0.0707106781186558
"acuna_francisco","m","CRC","UB",NA,NA
"acuna_francisco","m","CRC","VT",12.95,0.0707106781186545
"adalsteinsdottir_thelma","w","ISL","BB",11.6663333333333,0.536583948076472
"adalsteinsdottir_thelma","w","ISL","FX",11.3773333333333,0.221802464669204
"adalsteinsdottir_thelma","w","ISL","HB",NA,NA
"adalsteinsdottir_thelma","w","ISL","PB",NA,NA
"adalsteinsdottir_thelma","w","ISL","PH",NA,NA
"adalsteinsdottir_thelma","w","ISL","SR",NA,NA
"adalsteinsdottir_thelma","w","ISL","UB",11.6663333333333,0.602771377334171
"adalsteinsdottir_thelma","w","ISL","VT",12.233,0.145564418729303
"adamson_jess","w","GBR","BB",9.7,0.4
"adamson_jess","w","GBR","FX",10.45,0.4
"adamson_jess","w","GBR","HB",NA,NA
"adamson_jess","w","GBR","PB",NA,NA
"adamson_jess","w","GBR","PH",NA,NA
"adamson_jess","w","GBR","SR",NA,NA
"adamson_jess","w","GBR","UB",11.3,0.4
"adamson_jess","w","GBR","VT",12,0.4
"adapa_karthik","m","CAY","BB",NA,NA
"adapa_karthik","m","CAY","FX",10.6,0.4
"adapa_karthik","m","CAY","HB",10.15,0.4
"adapa_karthik","m","CAY","PB",11.15,0.4
"adapa_karthik","m","CAY","PH",9.1,0.4
"adapa_karthik","m","CAY","SR",10,0.4
"adapa_karthik","m","CAY","UB",NA,NA
"adapa_karthik","m","CAY","VT",11.6,0.4
"adlerteg_jonna","w","SWE","BB",NA,0.4
"adlerteg_jonna","w","SWE","FX",NA,0.4
"adlerteg_jonna","w","SWE","HB",NA,NA
"adlerteg_jonna","w","SWE","PB",NA,NA
"adlerteg_jonna","w","SWE","PH",NA,NA
"adlerteg_jonna","w","SWE","SR",NA,NA
"adlerteg_jonna","w","SWE","UB",14.533,0.4
"adlerteg_jonna","w","SWE","VT",NA,0.4
"afify_mohamed","m","EGY","BB",NA,NA
"afify_mohamed","m","EGY","FX",13.1,0.4
"afify_mohamed","m","EGY","HB",12.0495,0.825193613644701
"afify_mohamed","m","EGY","PB",14.0106666666667,0.499196420927341
"afify_mohamed","m","EGY","PH",12.7666666666667,0.503322295684717
"afify_mohamed","m","EGY","SR",12.883,0.117379725676966
"afify_mohamed","m","EGY","UB",NA,NA
"afify_mohamed","m","EGY","VT",13.666,0.4
"afzal_muhammad","m","PAK","BB",NA,NA
"afzal_muhammad","m","PAK","FX",8.4,0.4
"afzal_muhammad","m","PAK","HB",NA,0.4
"afzal_muhammad","m","PAK","PB",NA,0.4
"afzal_muhammad","m","PAK","PH",NA,0.4
"afzal_muhammad","m","PAK","SR",4.25,0.4
"afzal_muhammad","m","PAK","UB",NA,NA
"afzal_muhammad","m","PAK","VT",10.2,0.4
"ahmad_kohani_mahdi","m","IRI","BB",NA,NA
"ahmad_kohani_mahdi","m","IRI","FX",NA,0.4
"ahmad_kohani_mahdi","m","IRI","HB",NA,0.4
"ahmad_kohani_mahdi","m","IRI","PB",NA,0.4
"ahmad_kohani_mahdi","m","IRI","PH",NA,0.4
"ahmad_kohani_mahdi","m","IRI","SR",14.50725,0.314653437474129
"ahmad_kohani_mahdi","m","IRI","UB",NA,NA
"ahmad_kohani_mahdi","m","IRI","VT",NA,0.4
"ahmed_shishir","m","BAN","BB",NA,NA
"ahmed_shishir","m","BAN","FX",9.1,0.4
"ahmed_shishir","m","BAN","HB",2.95,0.4
"ahmed_shishir","m","BAN","PB",6.5,0.4
"ahmed_shishir","m","BAN","PH",2.1,0.4
"ahmed_shishir","m","BAN","SR",4.6,0.4
"ahmed_shishir","m","BAN","UB",NA,NA
"ahmed_shishir","m","BAN","VT",11.65,0.424264068711928
"aimy_muhammad_sharul","m","MAS","BB",NA,NA
"aimy_muhammad_sharul","m","MAS","FX",10.9,0.4
"aimy_muhammad_sharul","m","MAS","HB",NA,0.4
"aimy_muhammad_sharul","m","MAS","PB",NA,0.4
"aimy_muhammad_sharul","m","MAS","PH",12.4165,0.589019948728394
"aimy_muhammad_sharul","m","MAS","SR",NA,0.4
"aimy_muhammad_sharul","m","MAS","UB",NA,NA
"aimy_muhammad_sharul","m","MAS","VT",13.73325,0.323247454230759
"akhaimova_liliia","w","ROC","BB",12.266,0.4
"akhaimova_liliia","w","ROC","FX",13.633,0.4
"akhaimova_liliia","w","ROC","HB",NA,NA
"akhaimova_liliia","w","ROC","PB",NA,NA
"akhaimova_liliia","w","ROC","PH",NA,NA
"akhaimova_liliia","w","ROC","SR",NA,NA
"akhaimova_liliia","w","ROC","UB",12.9,0.4
"akhaimova_liliia","w","ROC","VT",14.6994,0.0622719840698851
"akhmejanov_emil","m","KAZ","BB",NA,NA
"akhmejanov_emil","m","KAZ","FX",12.1875,1.46990645960891
"akhmejanov_emil","m","KAZ","HB",11.0386666666667,1.80853126412936
"akhmejanov_emil","m","KAZ","PB",12.8333333333333,0.378593889720018
"akhmejanov_emil","m","KAZ","PH",9.37766666666667,4.27119378316336
"akhmejanov_emil","m","KAZ","SR",11.766,0.4
"akhmejanov_emil","m","KAZ","UB",NA,NA
"akhmejanov_emil","m","KAZ","VT",13.9294444444444,0.502543309355301
"aldaoud_ruba","w","JOR","BB",NA,0.4
"aldaoud_ruba","w","JOR","FX",NA,0.4
"aldaoud_ruba","w","JOR","HB",NA,NA
"aldaoud_ruba","w","JOR","PB",NA,NA
"aldaoud_ruba","w","JOR","PH",NA,NA
"aldaoud_ruba","w","JOR","SR",NA,NA
"aldaoud_ruba","w","JOR","UB",NA,0.4
"aldaoud_ruba","w","JOR","VT",10.983,1.15541248045882
"aleksandrov_yordan","m","BUL","BB",NA,NA
"aleksandrov_yordan","m","BUL","FX",12.4216666666667,0.727321341178254
"aleksandrov_yordan","m","BUL","HB",13.283,0.469373199064455
"aleksandrov_yordan","m","BUL","PB",13.6137142857143,0.835061018586011
"aleksandrov_yordan","m","BUL","PH",10.622,1.20758105318028
"aleksandrov_yordan","m","BUL","SR",12.8883333333333,0.267200923152099
"aleksandrov_yordan","m","BUL","UB",NA,NA
"aleksandrov_yordan","m","BUL","VT",13.5776666666667,0.333760892456461
"aliouat_ahmed_riadh","m","ALG","BB",NA,NA
"aliouat_ahmed_riadh","m","ALG","FX",NA,0.4
"aliouat_ahmed_riadh","m","ALG","HB",12.833,0.4
"aliouat_ahmed_riadh","m","ALG","PB",13.333,0.4
"aliouat_ahmed_riadh","m","ALG","PH",NA,0.4
"aliouat_ahmed_riadh","m","ALG","SR",NA,0.4
"aliouat_ahmed_riadh","m","ALG","UB",NA,NA
"aliouat_ahmed_riadh","m","ALG","VT",NA,0.4
"almeida_filipe","m","POR","BB",NA,NA
"almeida_filipe","m","POR","FX",13.133,0.4
"almeida_filipe","m","POR","HB",12.666,0.4
"almeida_filipe","m","POR","PB",10.233,0.4
"almeida_filipe","m","POR","PH",10.866,0.4
"almeida_filipe","m","POR","SR",9.233,0.4
"almeida_filipe","m","POR","UB",NA,NA
"almeida_filipe","m","POR","VT",13.066,0.4
"alvarado_luciana","w","CRC","BB",12.966,0.4
"alvarado_luciana","w","CRC","FX",12.166,0.4
"alvarado_luciana","w","CRC","HB",NA,NA
"alvarado_luciana","w","CRC","PB",NA,NA
"alvarado_luciana","w","CRC","PH",NA,NA
"alvarado_luciana","w","CRC","SR",NA,NA
"alvarado_luciana","w","CRC","UB",12.741,0.4
"alvarado_luciana","w","CRC","VT",13.433,0.4
"alvarez_joel","m","CHI","BB",NA,NA
"alvarez_joel","m","CHI","FX",12.566,0.4
"alvarez_joel","m","CHI","HB",12.366,0.4
"alvarez_joel","m","CHI","PB",12.933,0.4
"alvarez_joel","m","CHI","PH",10.366,0.4
"alvarez_joel","m","CHI","SR",12.366,0.4
"alvarez_joel","m","CHI","UB",NA,NA
"alvarez_joel","m","CHI","VT",13.7,0.4
"amblie_joar","m","NOR","BB",NA,NA
"amblie_joar","m","NOR","FX",NA,0.4
"amblie_joar","m","NOR","HB",NA,0.4
"amblie_joar","m","NOR","PB",12.5,0.4
"amblie_joar","m","NOR","PH",NA,0.4
"amblie_joar","m","NOR","SR",12.866,0.4
"amblie_joar","m","NOR","UB",NA,NA
"amblie_joar","m","NOR","VT",NA,0.4
"amorelli_mei","w","GBR","BB",11.5,0.4
"amorelli_mei","w","GBR","FX",11,0.4
"amorelli_mei","w","GBR","HB",NA,NA
"amorelli_mei","w","GBR","PB",NA,NA
"amorelli_mei","w","GBR","PH",NA,NA
"amorelli_mei","w","GBR","SR",NA,NA
"amorelli_mei","w","GBR","UB",9.9,0.4
"amorelli_mei","w","GBR","VT",12.1,0.4
"amrillaeva_lobar","w","UZB","BB",11.1665,1.32016836047528
"amrillaeva_lobar","w","UZB","FX",11.4495,0.730441304965703
"amrillaeva_lobar","w","UZB","HB",NA,NA
"amrillaeva_lobar","w","UZB","PB",NA,NA
"amrillaeva_lobar","w","UZB","PH",NA,NA
"amrillaeva_lobar","w","UZB","SR",NA,NA
"amrillaeva_lobar","w","UZB","UB",10.1665,0.376887914372429
"amrillaeva_lobar","w","UZB","VT",12.2495,0.164755880016466
"ananjeva_anastasija","w","LAT","BB",9.4665,1.74443242918721
"ananjeva_anastasija","w","LAT","FX",11.3,0.707106781186548
"ananjeva_anastasija","w","LAT","HB",NA,NA
"ananjeva_anastasija","w","LAT","PB",NA,NA
"ananjeva_anastasija","w","LAT","PH",NA,NA
"ananjeva_anastasija","w","LAT","SR",NA,NA
"ananjeva_anastasija","w","LAT","UB",9.3665,1.03732564800067
"ananjeva_anastasija","w","LAT","VT",11.983,0.139973807073561
"anders_caleigh","w","RSA","BB",NA,0.4
"anders_caleigh","w","RSA","FX",NA,0.4
"anders_caleigh","w","RSA","HB",NA,NA
"anders_caleigh","w","RSA","PB",NA,NA
"anders_caleigh","w","RSA","PH",NA,NA
"anders_caleigh","w","RSA","SR",NA,NA
"anders_caleigh","w","RSA","UB",11.8335,0.0473761543394988
"anders_caleigh","w","RSA","VT",NA,0.4
"andrade_rebeca","w","BRA","BB",13.413,0.401054235733772
"andrade_rebeca","w","BRA","FX",14.0158333333333,0.278063601837181
"andrade_rebeca","w","BRA","HB",NA,NA
"andrade_rebeca","w","BRA","PB",NA,NA
"andrade_rebeca","w","BRA","PH",NA,NA
"andrade_rebeca","w","BRA","SR",NA,NA
"andrade_rebeca","w","BRA","UB",14.0264,0.77518178513172
"andrade_rebeca","w","BRA","VT",14.7515555555556,1.24715186636503
"andreoli_angela","w","ITA","BB",12.666,0.4
"andreoli_angela","w","ITA","FX",13.4996666666667,0.448132048991514
"andreoli_angela","w","ITA","HB",NA,NA
"andreoli_angela","w","ITA","PB",NA,NA
"andreoli_angela","w","ITA","PH",NA,NA
"andreoli_angela","w","ITA","SR",NA,NA
"andreoli_angela","w","ITA","UB",NA,0.4
"andreoli_angela","w","ITA","VT",12.76625,0.397352383491865
"angel_wong_hiu_ying","w","HKG","BB",11.3,0.4
"angel_wong_hiu_ying","w","HKG","FX",NA,0.4
"angel_wong_hiu_ying","w","HKG","HB",NA,NA
"angel_wong_hiu_ying","w","HKG","PB",NA,NA
"angel_wong_hiu_ying","w","HKG","PH",NA,NA
"angel_wong_hiu_ying","w","HKG","SR",NA,NA
"angel_wong_hiu_ying","w","HKG","UB",NA,0.4
"angel_wong_hiu_ying","w","HKG","VT",NA,0.4
"angonas_georgios","m","CYP","BB",NA,NA
"angonas_georgios","m","CYP","FX",12.069,0.45487536754588
"angonas_georgios","m","CYP","HB",13.0053333333333,0.301649907453436
"angonas_georgios","m","CYP","PB",12.9108333333333,0.588132099673761
"angonas_georgios","m","CYP","PH",11.708,0.852711440054606
"angonas_georgios","m","CYP","SR",12.4301666666667,0.346697803088896
"angonas_georgios","m","CYP","UB",NA,NA
"angonas_georgios","m","CYP","VT",13.653625,0.342916040328074
"antila_minea_aino_maija","w","FIN","BB",11.333,0.4
"antila_minea_aino_maija","w","FIN","FX",NA,0.4
"antila_minea_aino_maija","w","FIN","HB",NA,NA
"antila_minea_aino_maija","w","FIN","PB",NA,NA
"antila_minea_aino_maija","w","FIN","PH",NA,NA
"antila_minea_aino_maija","w","FIN","SR",NA,NA
"antila_minea_aino_maija","w","FIN","UB",10.3,0.4
"antila_minea_aino_maija","w","FIN","VT",12.23,0.4
"antila_misella","w","FIN","BB",11.666,0.4
"antila_misella","w","FIN","FX",10.5,0.4
"antila_misella","w","FIN","HB",NA,NA
"antila_misella","w","FIN","PB",NA,NA
"antila_misella","w","FIN","PH",NA,NA
"antila_misella","w","FIN","SR",NA,NA
"antila_misella","w","FIN","UB",NA,0.4
"antila_misella","w","FIN","VT",NA,0.4
"antila_misella_alli_helena","w","FIN","BB",11.266,0.4
"antila_misella_alli_helena","w","FIN","FX",10.566,0.4
"antila_misella_alli_helena","w","FIN","HB",NA,NA
"antila_misella_alli_helena","w","FIN","PB",NA,NA
"antila_misella_alli_helena","w","FIN","PH",NA,NA
"antila_misella_alli_helena","w","FIN","SR",NA,NA
"antila_misella_alli_helena","w","FIN","UB",9.433,0.4
"antila_misella_alli_helena","w","FIN","VT",11.86,0.4
"anton_yefferson","m","VEN","BB",NA,NA
"anton_yefferson","m","VEN","FX",12.8,0.4
"anton_yefferson","m","VEN","HB",10.8,0.4
"anton_yefferson","m","VEN","PB",12.2,0.4
"anton_yefferson","m","VEN","PH",10.65,0.4
"anton_yefferson","m","VEN","SR",11.1,0.4
"anton_yefferson","m","VEN","UB",NA,NA
"anton_yefferson","m","VEN","VT",11.9,0.4
"aquino_iii_miguel","m","PUR","BB",NA,NA
"aquino_iii_miguel","m","PUR","FX",12.7,0.4
"aquino_iii_miguel","m","PUR","HB",11.9,0.4
"aquino_iii_miguel","m","PUR","PB",12,0.4
"aquino_iii_miguel","m","PUR","PH",NA,0.4
"aquino_iii_miguel","m","PUR","SR",10.85,0.4
"aquino_iii_miguel","m","PUR","UB",NA,NA
"aquino_iii_miguel","m","PUR","VT",12.75,0.4
"archer_shannon","m","GBR","BB",NA,NA
"archer_shannon","m","GBR","FX",NA,0.4
"archer_shannon","m","GBR","HB",NA,0.4
"archer_shannon","m","GBR","PB",NA,0.4
"archer_shannon","m","GBR","PH",NA,0.4
"archer_shannon","m","GBR","SR",NA,0.4
"archer_shannon","m","GBR","UB",NA,NA
"archer_shannon","m","GBR","VT",13.9,0.4
"archer_shannon","w","GBR","BB",11.8625,1.08886408701913
"archer_shannon","w","GBR","FX",12.3625,0.610157083599516
"archer_shannon","w","GBR","HB",NA,NA
"archer_shannon","w","GBR","PB",NA,NA
"archer_shannon","w","GBR","PH",NA,NA
"archer_shannon","w","GBR","SR",NA,NA
"archer_shannon","w","GBR","UB",11.9165,0.465856558753156
"archer_shannon","w","GBR","VT",13.0928571428571,0.52075951857885
"arican_ferhat","m","TUR","BB",NA,NA
"arican_ferhat","m","TUR","FX",14.2,0.4
"arican_ferhat","m","TUR","HB",12.9098,0.159598558890737
"arican_ferhat","m","TUR","PB",14.6292352941176,0.517168073431134
"arican_ferhat","m","TUR","PH",13.7900833333333,0.435399389971873
"arican_ferhat","m","TUR","SR",NA,0.4
"arican_ferhat","m","TUR","UB",NA,NA
"arican_ferhat","m","TUR","VT",11.7665,5.76729630762977
"aripova_dildora","w","UZB","BB",11.2995,1.19212541286561
"aripova_dildora","w","UZB","FX",12.1995,0.790246164179238
"aripova_dildora","w","UZB","HB",NA,NA
"aripova_dildora","w","UZB","PB",NA,NA
"aripova_dildora","w","UZB","PH",NA,NA
"aripova_dildora","w","UZB","SR",NA,NA
"aripova_dildora","w","UZB","UB",10.6198,1.85658859201494
"aripova_dildora","w","UZB","VT",12.39125,0.296891394284172
"arnold_manuel_helmut","m","AUT","BB",NA,NA
"arnold_manuel_helmut","m","AUT","FX",12.833,0.4
"arnold_manuel_helmut","m","AUT","HB",11.633,0.4
"arnold_manuel_helmut","m","AUT","PB",12.7,0.4
"arnold_manuel_helmut","m","AUT","PH",13.083,0.683065150626206
"arnold_manuel_helmut","m","AUT","SR",13,0.4
"arnold_manuel_helmut","m","AUT","UB",NA,NA
"arnold_manuel_helmut","m","AUT","VT",13.1,0.4
"arraiz_valeria","w","VEN","BB",11.55,0.4
"arraiz_valeria","w","VEN","FX",12,0.4
"arraiz_valeria","w","VEN","HB",NA,NA
"arraiz_valeria","w","VEN","PB",NA,NA
"arraiz_valeria","w","VEN","PH",NA,NA
"arraiz_valeria","w","VEN","SR",NA,NA
"arraiz_valeria","w","VEN","UB",9.8,0.4
"arraiz_valeria","w","VEN","VT",12.275,0.106066017177982
"artamonova_sona","w","CZE","BB",12.383,0.400222438151586
"artamonova_sona","w","CZE","FX",11.8495,0.871862661203012
"artamonova_sona","w","CZE","HB",NA,NA
"artamonova_sona","w","CZE","PB",NA,NA
"artamonova_sona","w","CZE","PH",NA,NA
"artamonova_sona","w","CZE","SR",NA,NA
"artamonova_sona","w","CZE","UB",11.566,0.4
"artamonova_sona","w","CZE","VT",12.3,0.4
"ashikawa_urara","w","JPN","BB",13.70725,0.406667247267346
"ashikawa_urara","w","JPN","FX",12.666,0.4
"ashikawa_urara","w","JPN","HB",NA,NA
"ashikawa_urara","w","JPN","PB",NA,NA
"ashikawa_urara","w","JPN","PH",NA,NA
"ashikawa_urara","w","JPN","SR",NA,NA
"ashikawa_urara","w","JPN","UB",NA,0.4
"ashikawa_urara","w","JPN","VT",NA,0.4
"asil_adem","m","TUR","BB",NA,NA
"asil_adem","m","TUR","FX",13.973,0.521827344796896
"asil_adem","m","TUR","HB",13.4923333333333,0.385429954725888
"asil_adem","m","TUR","PB",13.8126666666667,0.517627037547306
"asil_adem","m","TUR","PH",12.6617142857143,0.621298831557922
"asil_adem","m","TUR","SR",14.8224375,0.207775189006451
"asil_adem","m","TUR","UB",NA,NA
"asil_adem","m","TUR","VT",14.2186,0.749342195739563
"ateer_mc_ewan","m","IRL","BB",NA,NA
"ateer_mc_ewan","m","IRL","FX",NA,0.4
"ateer_mc_ewan","m","IRL","HB",NA,0.4
"ateer_mc_ewan","m","IRL","PB",NA,0.4
"ateer_mc_ewan","m","IRL","PH",NA,0.4
"ateer_mc_ewan","m","IRL","SR",NA,0.4
"ateer_mc_ewan","m","IRL","UB",NA,NA
"ateer_mc_ewan","m","IRL","VT",13.7205,0.293899642735407
"atencio_richard","m","PAN","BB",NA,NA
"atencio_richard","m","PAN","FX",9.65,0.4
"atencio_richard","m","PAN","HB",10.5,0.4
"atencio_richard","m","PAN","PB",9.35,0.4
"atencio_richard","m","PAN","PH",11.6,1.06066017177982
"atencio_richard","m","PAN","SR",10.75,0.4
"atencio_richard","m","PAN","UB",NA,NA
"atencio_richard","m","PAN","VT",12.6,0.4
"attwood_amelie","w","GBR","BB",10.55,0.4
"attwood_amelie","w","GBR","FX",11.35,0.4
"attwood_amelie","w","GBR","HB",NA,NA
